COD_ACIDENTE;DATA;HORA;NATUREZA;SEVERIDADE;LOG1;LOG2;NUMERO_REFERENCIA;BAIRRO;JURISDICAO;LATITUDE;LONGITUDE;TIPOCRUZAMENTO;CONTROLETRAFEGO;LOCAL;ILUMINAÇÃO;TEMPO;SUPERFÍCIE DA PISTA;PRIMEIRA FONTE;AMCBO;SAMU;PECOFE;PRF;PRE;SIM
VPM7237;2024-01-01;01:24:22;Queda;Ferido;Rua Guilherme Rocha;;Não informado;Centro;Não informado;-3.7250598003877577;-38.533954171343446;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401010090;;;;
XGS9795;2024-01-02;22:00:00;Colisão;Ferido;AV GAL OSORIO DE PAIVA;;;SIQUEIRA;Estadual;-3.8275171736194773;-38.62436068752193;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;XGS9795;;516823;;;
EDG7010;2024-01-04;14:31:28;Queda;Ferido;Gustavo Sampaio;Rua Conselheiro Alves;Cruzamento;Sao Gerardo;;-3.7347654;-38.5540863;Cruzamento;;Não informado;;Não informado;;SAMU;;2401040547;;;;
CWN6958;2024-01-05;17:19:41;Queda;Ferido;Beira Mar;;2800;Meireles;;-3.7256114;-38.4967202;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401050634;;;;
FGU6091;2024-01-06;20:37:07;Queda;Ferido;Beira Mar;;2290;Meireles;;-3.7248522;-38.5001068;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401060867;;;;
JJC2008;2024-01-07;07:55:53;Queda;Ferido;Beira Mar;;2727;Meireles;;-3.7259737;-38.4933713;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401070179;;;;
ABD8408;2024-01-07;10:41:42;Queda;Ferido;Avenida Beira Mar;;Não informado;Mucuripe;Não informado;-3.723085513654831;-38.48355909718273;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401070268;;;;
APK1532;2024-01-07;11:01:17;Queda;Ferido;Rua Tiradentes;;340;Rodolfo Teofilo;;-3.743292899999999;-38.5477769;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401070285;;;;
TFY9923;2024-01-07;15:34:56;Queda;Ferido;Bernardo Manuel;;13020;Prefeito Jose Walter;;-3.8318952;-38.5613804;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401070482;;;;
DTQ1477;2024-01-07;18:52:49;Queda;Ferido;Beira Mar;;2300;Praia De Iracema;;-3.7250086;-38.5001566;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401070728;;;;
BMI6304;2024-01-07;20:57:08;Colisão;Ferido;Avenida Beira Mar;;Não informado;PRAIA DE IRACEMA;Municipal;-3.720006474011329;-38.51283982408941;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;BMI6304;2401070861;;;;
TIB7193;2024-01-08;16:39:05;Colisão;Ferido;Avenida Contorno Sul;;190;CONJUNTO ESPERANCA;Não informado;-3.816769380968979;-38.590736525163535;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401080711;;;;
LHL3568;2024-01-09;19:15:25;Queda;Ferido;Beira Mar;Avenida Rui Barbosa;Cruzamento;Meireles;;-3.723035;-38.5051783;Cruzamento;;Não informado;;Não informado;;SAMU;;2401090844;;;;
IGA6534;2024-01-11;06:30:00;Colisão;Ferido;Avenida Maestro Lisboa;;20249;Lagoa Redonda;Estadual;-3.8077874;-38.4644123;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;IGA6534;2401110123;518526;;;
YIR1442;2024-01-11;10:26:05;Queda;Ferido;Doutor Theberge -;;2490;Alvaro Weyne;;-3.7241021;-38.5681266;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401110317;;;;
DNA2634;2024-01-12;18:29:44;Atropelamento;Ferido;Avenida Porto Velho;;1396;Henrique Jorge;;-3.7637153;-38.5911699;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401120709;;;;
ZTO8796;2024-01-13;12:30:00;Colisão;Fatal;Rua José Arão;;1046;SIQUEIRA;Municipal;-3.8101429357799295;-38.62889901263059;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;ZTO8796;2401130406;262326;;;36816037-8
THJ3186;2024-01-13;22:22:11;Queda;Ferido;Leste Oeste;;Não informado;Centro;;-3.7231047;-38.5218427;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401130900;;;;
BRE1227;2024-01-15;08:02:36;Colisão;Ferido;Antonio Sales;Via Expressa;Cruzamento;Dionisio Torres;;-3.7488971;-38.4937004;Cruzamento;;Não informado;;Não informado;;SAMU;;2401150185;;;;
GGU1973;2024-01-15;13:38:09;Queda;Ferido;Jose Dantas Pereira;;447;Canindezinho;;-3.8218434;-38.6091151;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401150562;;;;
FHT0672;2024-01-16;10:14:41;Queda;Ferido;Avenida Major Assis;;707;Jardim Iracema;;-3.7238772;-38.5856491;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401160270;;;;
GZG6069;2024-01-16;17:09:22;Queda;Ferido;Antonio Sales N°3525;Em Baixo Do Viaduto Engenheiro Santana Junior;Cruzamento;Coco;;-3.7489119;-38.4902682;Cruzamento;;Não informado;;Não informado;;SAMU;;2401160646;;;;
PLZ7217;2024-01-16;18:26:59;Colisão;Ferido;Rua  Coronel  João De Oliveira;;420;Messejana;;-3.8225155;-38.490549;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401160734;;;;
NDR3555;2024-01-16;20:27:50;Queda;Ferido;Avenida Beira Mar;;Não informado;Praia De Iracema;Não informado;-3.720142;-38.5119907;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401160855;;;;
NZB8953;2024-01-16;22:40:55;Colisão;Ferido;Diogo Correia;;257;Joao Xxiii;;-3.7716327;-38.5897634;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401160972;;;;
KLI1239;2024-01-17;13:11:02;Colisão;Ferido;Almirante Henrique Saboia -;;4129;Coco;;-3.7449381;-38.4902935;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401170500;;;;
NYR4444;2024-01-17;17:00:00;Colisão;Fatal;Avenida Ministro José Américo;;1321;CAMBEBA;Estadual;-3.8080264;-38.489586;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;ZTO8796;;262539;;;36826685-0
AEO0857;2024-01-17;19:14:52;Queda;Ferido;Presidente Castelo Branco;;400;Moura Brasil;;-3.7198752;-38.5309241;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401170859;;;;
HAZ5679;2024-01-19;09:45:52;Queda;Ferido;Capitao Clovis Maia;;590;Aerolandia;;-3.768150599999999;-38.5121026;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401190259;;;;
DZA5302;2024-01-19;12:40:00;Colisão Transversal;Ferido;Rua Custódio de Melo;RUA PAULO SETUBAL;;BARROSO;Municipal;-3.821645512752367;-38.500657240596055;T;Pare;Residencial;Luz do Dia;Bom;Seca;AMCBO;974581;2401190420;;;;
UGM8086;2024-01-19;13:35:11;Queda;Ferido;Avenida Professor Jose Arthur De Carvalho;;2271;Lagoa Redonda;;-3.8244848;-38.4590069;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401190460;;;;
BSG3226;2024-01-20;07:44:12;Queda;Ferido;Avenida Presidente Costa E Silva;;1717;Mondubim;;-3.8171201;-38.5664191;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401200170;;;;
CBD1672;2024-01-20;08:01:49;Queda;Ferido;Pomplho Gomes;;812;Barroso;;-3.8190921;-38.5210627;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401200185;;;;
TTK4223;2024-01-20;20:32:22;Queda;Ferido;Arco Verde;;31;Barra Do Ceara;;-3.7011776;-38.5745987;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401200890;;;;
PIX7687;2024-01-20;21:30:15;Queda;Ferido;J Loteamento Paraiso Verde;;65;Siqueira;;-3.807000899999999;-38.6178051;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401200962;;;;
SNV2024;2024-01-21;22:23:22;Queda;Ferido;Almirante Jaceguari;;81;Centro;;-3.7216063;-38.5193367;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401211025;;;;
ZXZ8260;2024-01-22;12:12:20;Colisão;Ferido;Avenida Jose Jatahy;;13;Benfica;;-3.718506;-38.5455974;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401220415;;;;
WIK4267;2024-01-23;08:27:05;Queda;Ferido;Tenente Lisboa;;3872;Alvaro Weyne;;-3.7204089;-38.5682288;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401230161;;;;
PSK6556;2024-01-23;11:51:23;Queda;Ferido;Expedicionario;;3130;Fatima;;-3.7460088;-38.535471;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401230334;;;;
NNQ9655;2024-01-23;16:22:39;Colisão;Ferido;Rua Júlio Siqueira;;2870;DIONISIO TORRES;Não informado;-3.74975858542505;-38.508237160926356;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401230541;;;;
SLP3800;2024-01-23;16:30:00;Colisão Transversal;Ileso;Avenida Rui Barbosa;RUA JULIO SIQUEIRA;;JOAQUIM TVORA;Municipal;-3.7481848214488074;-38.51337091578364;T;Pare;Residencial;Luz do Dia;Bom;Seca;AMCBO;974851;;;;;
VJO1456;2024-01-24;15:14:43;Queda;Ferido;Rua Belem;Goiania;Cruzamento;Henrique Jorge;;-3.7598971;-38.5936686;Cruzamento;;Não informado;;Não informado;;SAMU;;2401240607;;;;
PDX8547;2024-01-24;17:10:56;Queda;Ferido;Rua Antonio Nery -;;762;Granja Portugal;;-3.7791349;-38.6005241;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401240717;;;;
OPP3453;2024-01-24;21:33:45;Colisão;Ferido;Avenida do Contorno;;321;Mondubim;Não informado;-3.8147966;-38.5756078;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401240983;;;;
OZS4923;2024-01-25;13:46:50;Colisão;Ferido;Avenida Waldir Diogo;;3842;Novo Mondubim;Não informado;-3.8052467;-38.5839976;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401250452;;;;
TYC8249;2024-01-26;08:59:28;Queda;Ferido;Rua Isaie Boris;;255;Montese;;-3.7668195;-38.5475786;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401260185;;;;
SIB8610;2024-01-26;18:59:39;Queda;Ferido;Jose Bastos;Rua Gomes Brasil;Cruzamento;Parangaba;;-3.7712881;-38.5712881;Cruzamento;;Não informado;;Não informado;;SAMU;;2401260833;;;;
PWI1009;2024-01-26;20:18:36;Queda;Ferido;Presidente Costa E Silva - Upa Jose Walter;;Não informado;Prefeito Jose Walter;;-3.8255207;-38.5414933;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401260953;;;;
EDD8694;2024-01-26;23:56:22;Queda;Ferido;Avenida I;;1383;Conjunto Ceara;Não informado;-3.773193415177445;-38.59959856087296;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401261144;;;;
TCA5903;2024-01-27;16:08:39;Queda;Ferido;Avenida Val Paraíso;;Não informado;Prefeito Jose Walter;Não informado;-3.838929530511653;-38.53220351414278;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401270623;;;;
UAA0353;2024-01-28;18:16:59;Queda;Ferido;Rua Joao Vitorino Ribeiro;;175;Mondubim;;-3.8166531;-38.5654242;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401280747;;;;
BHX5682;2024-01-28;19:33:42;Queda;Ferido;Senador Fernandes Tavora;;2433;Autran Nunes;;-3.7560528;-38.5937121;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401280852;;;;
ZWQ4332;2024-01-28;21:11:48;Colisão;Ferido;Joao Sorongo;;304;Jardim America;;-3.7519971;-38.5423908;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401280953;;;;
CLS5695;2024-01-29;15:59:36;Queda;Ferido;Avenida Lauro Viêira Chaves;;1410;Vila Uniao;Não informado;-3.7711272358056602;-38.54280018581438;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401290665;;;;
PCI6191;2024-01-30;13:25:57;Queda;Ferido;Jose Teixeira Costa;;878;SAO BENTO;Municipal;-3.8486299;-38.4804251;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401300528;;;;
AWD1340;2024-01-31;07:23:53;Colisão;Ferido;Avenida C;;880;Conjunto Ceara;Não informado;-3.765881473374948;-38.61126080778093;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2401310131;;;;
IPW5616;2024-01-31;08:26:35;Colisão;Ferido;Tristao Gonçalves;;1035;Centro;;-3.7308184;-38.5343403;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401310222;;;;
TSH1853;2024-01-31;09:42:48;Queda;Ferido;Coronel Virgilio Nogueira;;574;Bom Jardim;;-3.7885066;-38.6087121;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401310304;;;;
GRR0728;2024-01-31;18:40:43;Queda;Ferido;Manoel Antonio Leite;;231;Bonsucesso;;-3.7738462;-38.5923839;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401310809;;;;
QWT0567;2024-01-31;20:56:54;Colisão;Ferido;Rua Pereira Filgueiras -;;186;Meireles;;-3.7258395;-38.5206384;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2401310923;;;;
XOB8625;2024-02-01;16:38:38;Colisão;Ferido;Rua Teodoro De Castro;;2509;Granja Portugal;;-3.7773847;-38.6135823;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402010705;;;;
GNO0712;2024-02-01;23:48:28;Colisão;Ferido;Conego De Castro;Eduard Perdigao;Cruzamento;Parangaba;;-3.7755704;-38.5647807;Cruzamento;;Não informado;;Não informado;;SAMU;;2402011081;;;;
YOP1148;2024-02-02;10:11:32;Colisão;Ferido;CE 040;;Não informado;Paupina;;-3.75530487244758;-38.4833841747633;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402020249;;;;
DVH6235;2024-02-02;10:29:39;Queda;Ferido;Guararema;Rua Bom Jesus;Cruzamento;Granja Lisboa;;-3.788531299999999;-38.6196609;Cruzamento;;Não informado;;Não informado;;SAMU;;2402020266;;;;
CCV3968;2024-02-02;12:25:37;Colisão;Ferido;Avenida Presidente Costa e Silva;;Não informado;Prefeito Jose Walter;Não informado;-3.824193293966742;-38.54595452601376;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402020369;;;;
GZB3929;2024-02-03;08:12:10;Queda;Ferido;Avenida Benjamim Brasil;;319;Maraponga;;-3.8037675;-38.5701963;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402030192;;;;
YMT3972;2024-02-04;08:20:36;Queda;Ferido;Domingos Olimpio;Rua Barao De Aratanha;Cruzamento;Jose Bonifacio;;-3.7374973;-38.5279144;Cruzamento;;Não informado;;Não informado;;SAMU;;2402040276;;;;
MEF7100;2024-02-05;06:47:43;Queda;Ferido;Ana Gonçalves;;170;Sao Joao Do Tauape;;-3.7597393;-38.5147719;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402050128;;;;
CCX1309;2024-02-05;07:55:50;Colisão;Ferido;Rua Eduardo Angelim;;600;Montese;;-3.7644794;-38.5470092;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402050184;;;;
KLW7127;2024-02-05;18:34:20;Colisão;Ferido;Osorio De Paiva;;600;Parangaba;;-3.7764518;-38.5678199;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402050780;;;;
AIQ7987;2024-02-06;18:24:18;Colisão;Ferido;Porto Velho;;845;JOQUEI CLUBE;Municipal;-3.7699173;-38.5800862;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402060755;;;;
ITZ9755;2024-02-07;07:49:51;Queda;Ferido;Leste Oeste;;5304;Cristo Redentor;;-3.7072513;-38.5715349;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402070111;;;;
UAR4861;2024-02-07;10:10:42;Queda;Ferido;Avenida Contôrno Sul;;Não informado;Jangurussu;Não informado;-3.83745662078684;-38.51923418551559;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402070228;;;;
EHZ6221;2024-02-07;21:46:59;Colisão;Ferido;Washington Soares;;3700;Parque Manibura;;-3.7883158;-38.4806297;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402070997;;;;
NLY9430;2024-02-08;01:02:09;Colisão;Ferido;Avenida C;;925;Conjunto Ceara;Não informado;-3.7670751547487873;-38.612145925496066;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402080023;;;;
WQH3435;2024-02-08;09:50:35;Queda;Ferido;Rua Demetrio Menezes;;101;Antonio Bezerra;;-3.736283;-38.5841912;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402080342;;;;
OPV1932;2024-02-08;14:21:50;Queda;Ferido;Geraldo Mendes;;286;Planalto Ayrton Senna;;-3.8303003;-38.5737755;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402080596;;;;
XWZ6161;2024-02-09;08:40:46;Colisão;Ferido;Desembargador Moreira;;1301;Aldeota;;-3.7373803;-38.4987013;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402090200;;;;
JQW0523;2024-02-11;01:49:23;Queda;Ferido;Carapinima;;2415;Benfica;;-3.7414708;-38.5416195;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402110074;;;;
UTW6642;2024-02-11;19:59:14;Colisão;Ferido;Siqueira Campos;;973;Siqueira;;-3.8164641;-38.62431550000001;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402110764;;;;
AXP0874;2024-02-11;19:59:41;Queda;Ferido;Avenida Rogaciano Leite;;900;Guararapes;;-3.764814299999999;-38.4955653;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402110767;;;;
PEA7165;2024-02-13;16:46:00;Colisão;Ferido;Leste Oeste;;5427;CRISTO REDENTOR;Municipal;-3.7072513;-38.5715349;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;PEA7165;2402130624;;;;
FON8874;2024-02-14;19:22:12;Queda;Ferido;Avenida Beira Mar;;Não informado;Praia De Iracema;Não informado;-3.720142;-38.5119907;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402140708;;;;
BZI3071;2024-02-14;22:14:54;Colisão;Ferido;Alberto Craveiro;Paulino Rocha;Cruzamento;Dias Macedo;;-3.788271;-38.5169862;Cruzamento;;Não informado;;Não informado;;SAMU;;2402140828;;;;
CTR8192;2024-02-15;06:11:00;Queda;Ferido;Rincao;;374;Floresta;;-3.7264974;-38.5785346;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402150104;;;;
RPF9703;2024-02-15;07:37:59;Queda;Ferido;Rua Chica Da Silva;;134;Jangurussu;;-3.8560697;-38.516361;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402150164;;;;
FYB7385;2024-02-15;10:56:09;Colisão;Ferido;Av. Val Paraiso;;2008;Conjunto Palmeiras;;-3.8464;-38.5197626;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402150338;;;;
BXW9999;2024-02-15;12:12:05;Colisão;Ferido;Conego De Castro;;3830;Parque Sao Jose;;-3.8001653;-38.5874973;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402150429;;;;
UXQ6462;2024-02-15;21:27:55;Queda;Ferido;Rua L;;Não informado;Vila Velha;Não informado;-3.7163128166950274;-38.606014409293586;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402150950;;;;
CSQ4449;2024-02-17;21:39:40;Colisão;Ferido;BR 116;;Não informado;Cajazeiras;;-3.80031;-38.50499;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402171160;;;;
MUJ6567;2024-02-18;10:46:04;Atropelamento;Ferido;Beira Mar;;2800;Meireles;;-3.7256114;-38.4967202;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402180343;;;;
DGW7134;2024-02-18;12:02:04;Queda;Ferido;Rua Professor Solon Farias;;463;Sapiranga;;-3.7920763;-38.4768824;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402180419;;;;
OEE0127;2024-02-19;11:08:04;Queda;Ferido;Avenida Tenente Lisboa;;728;Jacarecanga;;-3.7263095;-38.5722854;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402190380;;;;
SAL8662;2024-02-19;17:00:42;Queda;Ferido;Osorio De Paiva;;7670;Siqueira;;-3.8192371;-38.6163502;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402190738;;;;
KDJ8034;2024-02-20;08:31:25;Queda;Ferido;Beira Mar;Av. Rui Barbosa;Cruzamento;Praia De Iracema;;-3.723035;-38.5051783;Cruzamento;;Não informado;;Não informado;;SAMU;;2402200197;;;;
WBQ2217;2024-02-20;12:31:14;Colisão;Ferido;Rua Nubia Barroca;;1730;Parque Manibura;;-3.7934502;-38.4818832;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402200472;;;;
OFW5955;2024-02-21;06:48:17;Colisão;Ferido;Avenida Historiador Raimundo Girão;;Não informado;Praia De Iracema;Não informado;-3.7204941;-38.5133008;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402210115;;;;
MSN1832;2024-02-21;07:20:54;Colisão;Ferido;Joao Cordeiro;Av Historiador Raimundo Girao;Cruzamento;Praia De Iracema;;-3.7208456;-38.5116209;Cruzamento;;Não informado;;Não informado;;SAMU;;2402210140;;;;
QRJ5576;2024-02-22;06:32:17;Atropelamento;Ferido;Bezerra De Menezes;;2450;Presidente Kennedy;;-3.7357973;-38.5658398;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402220100;;;;
UVX9518;2024-02-22;20:20:52;Colisão;Ferido;Avenida Mister Hull;;Não informado;Antonio Bezerra;Não informado;-3.7396339;-38.5918266;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402220863;;;;
VYW4225;2024-02-23;07:30:59;Colisão;Ferido;Rua Desembargador Lauro Nogueira;;1240;Papicu;Não informado;-3.7408669;-38.4759193;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2402230150;;;;
WLI2042;2024-02-23;07:54:23;Colisão;Ferido;Rua Ouro Branco;;288;Presidente Kennedy;;-3.7335475;-38.572513;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402230166;;;;
WUA0118;2024-02-25;11:11:08;Queda;Ferido;Avenida Padre Antonio Tomas;;333;Coco;;-3.7438555;-38.4855583;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402250340;;;;
HED3671;2024-02-25;18:03:00;Queda;Ferido;Godofredo Maciel;;4320;Mondubim;;-3.8126645;-38.5751093;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402250663;;;;
LGU0140;2024-02-25;21:29:21;Queda;Ferido;C (Cj Prefeito Jose Walter);;Não informado;Prefeito Jose Walter;;-3.834514699999999;-38.5585182;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402250882;;;;
UOB6559;2024-02-27;23:14:19;Queda;Ferido;Avenida Univessidade;;1940;Benfica;;-3.735225;-38.5339177;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402271082;;;;
IXF8202;2024-02-28;14:44:03;Queda;Ferido;Avenida Washington Soares;;9980;Messejana;;-3.8353207;-38.4826348;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402280637;;;;
WVK3769;2024-02-28;18:05:05;Atropelamento;Ferido;Bezerra De Menezes;;Não informado;Sao Gerardo;;-3.7324905;-38.5506377;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402280859;;;;
XNJ9960;2024-02-28;18:38:07;Colisão;Ferido;Bernardo Manuel;;9978;Parque Dois Irmaos;;-3.806028;-38.5537148;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402280897;;;;
LWT0931;2024-02-28;19:19:47;Queda;Ferido;Porto Franco;;1030;Novo Mondubim;;-3.8112827;-38.5851723;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402280939;;;;
MCT8992;2024-02-29;07:10:00;Colisão;Ferido;Rua Padre Ascenço Gago;;;SERRINHA;Municipal;-3.780922809437567;-38.54492441067134;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;MCT8992;;554828;;;
LXK2363;2024-02-29;10:37:08;Queda;Ferido;Castelo De Castro;;337;Jangurussu;;-3.8320105;-38.5214719;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2402290338;;;;
GJC7654;2024-03-01;17:14:24;Queda;Ferido;Avenida Governador Raul Barbosa;;1180;Aerolandia;;-3.7614004;-38.5067537;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403010816;;;;
KEI8646;2024-03-01;21:00:18;Queda;Ferido;Professor Moreira De Sousa;;13;Passare;;-3.8147539;-38.5200265;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403011132;;;;
AVM8446;2024-03-01;21:02:51;Atropelamento;Ferido;Cesar Fonseca;;137;PAPICU;Municipal;-3.7431664;-38.4728956;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;AVM8446;2403011135;;;;
SSZ3672;2024-03-02;01:00:00;Colisão;Fatal;BR-116;;KM 11;PAUPINA;Federal;-3.848226436072428;-38.49683647396598;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;PEFOCE;SSZ3672;;;;;36845889-0
BBF4246;2024-03-02;15:05:58;Queda;Ferido;Avenida Presidente Costa E Silva;;4289;Passare;;-3.8251224;-38.5415925;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403020535;;;;
RYH2347;2024-03-02;18:40:34;Colisão;Ferido;Av. Conego De Castro;;8617;Parque Presidente Vargas;;-3.8206474;-38.6035136;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403020692;;;;
SBQ4262;2024-03-02;18:50:16;Queda;Ferido;Rua Eurico Medina;;652;Dom Lustosa;;-3.7598702;-38.5866738;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403020701;;;;
VHA8633;2024-03-03;09:35:39;Queda;Ferido;Carlos Vasconcelos;;308;Meireles;;-3.7249195;-38.5081837;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403030255;;;;
DYH4852;2024-03-03;17:51:50;Queda;Ferido;Geraldo Barbosa;;3096;Bom Jardim;;-3.786356;-38.6193741;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403030623;;;;
RCY1439;2024-03-04;04:58:47;Queda;Ferido;Tereza Cristina;;31;Centro;;-3.7209056;-38.5349886;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403040093;;;;
DIN2503;2024-03-04;18:35:17;Queda;Ferido;Avenida Leste Oeste;;Não informado;Cristo Redentor;Não informado;-3.7095397;-38.5645486;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403040836;;;;
TYY0456;2024-03-05;14:36:28;Queda;Ferido;Rua A Lot Messejana;;204;Messejana;Não informado;-3.843076612445119;-38.4919507838001;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403050558;;;;
PYM9914;2024-03-06;10:20:37;Queda;Ferido;Leste Oeste;;2907;Carlito Pamplona;;-3.7112995;-38.5588799;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2403060243;;;;
DYM5727;2024-03-06;14:04:55;Queda;Ferido;Avenida J;;1010;Prefeito Jose Walter;Não informado;-3.8329124290643746;-38.55629163405768;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2403060448;;;;
